Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,67,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,68,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,69,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,70,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,71,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,72,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,73,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,74,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,75,Qh5,True,d5h5,-663 cp,0.168
google/gemini-2.5-flash-lite,76,Qh5,True,d5h5,-663 cp,0.168
google/gemini-2.5-flash-lite,77,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,78,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,79,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,80,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,81,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,82,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,83,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,84,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,85,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,86,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,87,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,88,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,89,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,91,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,93,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,94,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,96,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,97,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,98,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,99,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,100,Qh5,True,d5h5,-671 cp,0.164
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.165,
Standard Deviation,,,,,0.003,
Mean Absolute Error (from 0.5),,,,,0.335,
Illegal Moves (%),,,,,0.00%,
Mean Value (Legal Moves Only),,,,,0.165,
