Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,85,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,86,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,87,Nh5,False,,,0.0
openai/gpt-4.1-mini,88,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,89,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,92,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,93,Nhf5,True,h6f5,-447 cp,0.276
openai/gpt-4.1-mini,94,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,95,SE,False,,,0.0
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,98,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,99,Qxf7,True,d5f7,39 cp,0.519
openai/gpt-4.1-mini,100,Qxf7,True,d5f7,30 cp,0.515
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.668,
Standard Deviation,,,,,0.398,
Mean Absolute Error (from 0.5),,,,,0.385,
Illegal Moves (%),,,,,19.00%,
Mean Value (Legal Moves Only),,,,,0.825,
