Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,66,Qxf7,True,d5f7,24 cp,0.512
openai/gpt-4.1-mini,67,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,68,Qxf7,True,d5f7,40 cp,0.52
openai/gpt-4.1-mini,69,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,70,Qxd8,False,,,0.0
openai/gpt-4.1-mini,71,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,72,Qxf7,True,d5f7,39 cp,0.519
openai/gpt-4.1-mini,73,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,74,Qxd8,False,,,0.0
openai/gpt-4.1-mini,75,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,76,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,77,Qxd8,False,,,0.0
openai/gpt-4.1-mini,78,Qxd8,False,,,0.0
openai/gpt-4.1-mini,79,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,80,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,81,Qxf7,True,d5f7,22 cp,0.511
openai/gpt-4.1-mini,82,Qxd7,True,d5d7,-562 cp,0.219
openai/gpt-4.1-mini,83,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,84,Nxg4,True,h6g4,0 cp,0.5
openai/gpt-4.1-mini,85,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,86,Qxf7,True,d5f7,23 cp,0.511
openai/gpt-4.1-mini,87,Qxd8,False,,,0.0
openai/gpt-4.1-mini,88,Nxg4,True,h6g4,25 cp,0.512
openai/gpt-4.1-mini,89,Qxd8,False,,,0.0
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,92,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,93,Qxf7,True,d5f7,24 cp,0.512
openai/gpt-4.1-mini,94,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,95,Qxf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,98,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,99,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,100,Qg8Rxg8,False,,,0.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.611,
Standard Deviation,,,,,0.409,
Mean Absolute Error (from 0.5),,,,,0.37,
Illegal Moves (%),,,,,24.00%,
Mean Value (Legal Moves Only),,,,,0.804,
