Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,66,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,67,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,68,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,69,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,70,Qh5,True,d5h5,-610 cp,0.195
openai/gpt-4.1-mini,71,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,72,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,73,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,74,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,75,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,76,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,77,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,78,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,79,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,80,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,81,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,82,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,83,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,84,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,85,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,86,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,87,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,88,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,89,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,92,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,93,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,94,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,95,Qxf7,True,d5f7,6 cp,0.503
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,98,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,99,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,100,Qg8,True,d5g8,Mate in 1,1.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.869,
Standard Deviation,,,,,0.25,
Mean Absolute Error (from 0.5),,,,,0.4,
Illegal Moves (%),,,,,2.00%,
Mean Value (Legal Moves Only),,,,,0.886,
