Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,71,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,72,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,73,Qh5,True,d5h5,-684 cp,0.158
google/gemini-2.5-flash-lite,74,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,75,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,76,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,77,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,78,Qh5,True,d5h5,-659 cp,0.17
google/gemini-2.5-flash-lite,79,Qh5,True,d5h5,-649 cp,0.175
google/gemini-2.5-flash-lite,80,Qh5,True,d5h5,-651 cp,0.174
google/gemini-2.5-flash-lite,81,Qh5,True,d5h5,-662 cp,0.169
google/gemini-2.5-flash-lite,82,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,83,Qh5,True,d5h5,-649 cp,0.175
google/gemini-2.5-flash-lite,84,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,85,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,86,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,87,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,88,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,89,Qh5,True,d5h5,-646 cp,0.177
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,91,Qh5,True,d5h5,-662 cp,0.169
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,93,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,94,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,96,Qh5,True,d5h5,-645 cp,0.177
google/gemini-2.5-flash-lite,97,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,98,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,99,Qh5,True,d5h5,-654 cp,0.173
google/gemini-2.5-flash-lite,100,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,101,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,102,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,103,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,104,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,105,Qh5,True,d5h5,-655 cp,0.172
google/gemini-2.5-flash-lite,106,Qh5,True,d5h5,-662 cp,0.169
google/gemini-2.5-flash-lite,107,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,108,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,109,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,110,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,111,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,112,Qh5,True,d5h5,-660 cp,0.17
google/gemini-2.5-flash-lite,113,Qh5,True,d5h5,-657 cp,0.171
google/gemini-2.5-flash-lite,114,Qh5,True,d5h5,-688 cp,0.156
google/gemini-2.5-flash-lite,115,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,116,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,117,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,118,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,119,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,120,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,121,Qh5,True,d5h5,-658 cp,0.171
google/gemini-2.5-flash-lite,122,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,123,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,124,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,125,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,126,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,127,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,128,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,129,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,130,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,131,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,132,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,133,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,134,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,135,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,136,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,137,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,138,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,139,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,140,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,141,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,142,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,143,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,144,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,145,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,146,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,147,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,148,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,149,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,150,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,151,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,152,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,153,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,154,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,155,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,156,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,157,Qh5,True,d5h5,-658 cp,0.171
google/gemini-2.5-flash-lite,158,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,159,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,160,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,161,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,162,Qh5,True,d5h5,-657 cp,0.171
google/gemini-2.5-flash-lite,163,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,164,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,165,Qh5,True,d5h5,-663 cp,0.168
google/gemini-2.5-flash-lite,166,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,167,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,168,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,169,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,170,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,171,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,172,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,173,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,174,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,175,Qh5,True,d5h5,-663 cp,0.168
google/gemini-2.5-flash-lite,176,Qh5,True,d5h5,-663 cp,0.168
google/gemini-2.5-flash-lite,177,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,178,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,179,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,180,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,181,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,182,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,183,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,184,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,185,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,186,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,187,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,188,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,189,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,190,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,191,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,192,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,193,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,194,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,195,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,196,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,197,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,198,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,199,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,200,Qh5,True,d5h5,-671 cp,0.164
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.169,
Standard Deviation,,,,,0.007,
Mean Absolute Error (from 0.5),,,,,0.331,
Illegal Moves (%),,,,,0.00%,
Mean Value (Legal Moves Only),,,,,0.169,
