Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,32,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,33,Qxf7g,False,,,0.0
openai/gpt-4.1-mini,34,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,35,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,36,Qxf7,True,d5f7,43 cp,0.521
openai/gpt-4.1-mini,37,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,38,Qxf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,39,Qxf7,True,d5f7,39 cp,0.519
openai/gpt-4.1-mini,40,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,41,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,42,Qxf7,True,d5f7,29 cp,0.514
openai/gpt-4.1-mini,43,Nxg4,True,h6g4,31 cp,0.515
openai/gpt-4.1-mini,44,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,45,Nxg4,True,h6g4,22 cp,0.511
openai/gpt-4.1-mini,46,Qf7,True,d5f7,31 cp,0.515
openai/gpt-4.1-mini,47,Qxd7,True,d5d7,-536 cp,0.232
openai/gpt-4.1-mini,48,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,49,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,50,Qxf7,True,d5f7,38 cp,0.519
openai/gpt-4.1-mini,51,Qxf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,52,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,53,Qxf7,True,d5f7,41 cp,0.52
openai/gpt-4.1-mini,54,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,55,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,56,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,57,Ngf7,False,,,0.0
openai/gpt-4.1-mini,58,Qxf7,True,d5f7,36 cp,0.518
openai/gpt-4.1-mini,59,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,60,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,61,Qxf7,True,d5f7,46 cp,0.523
openai/gpt-4.1-mini,62,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,63,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,64,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,65,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,66,Nxf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,67,Qxf7,True,d5f7,59 cp,0.529
openai/gpt-4.1-mini,68,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,69,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,70,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,71,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,72,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,73,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,74,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,75,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,76,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,77,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,78,Qxd8,False,,,0.0
openai/gpt-4.1-mini,79,Nxg4,True,h6g4,24 cp,0.512
openai/gpt-4.1-mini,80,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,81,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,82,Qg8plus,False,,,0.0
openai/gpt-4.1-mini,83,Qf7,True,d5f7,55 cp,0.527
openai/gpt-4.1-mini,84,Qxf7,True,d5f7,55 cp,0.527
openai/gpt-4.1-mini,85,Qxf7,True,d5f7,52 cp,0.526
openai/gpt-4.1-mini,86,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,87,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,88,Qxd8,False,,,0.0
openai/gpt-4.1-mini,89,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,90,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,91,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,92,Qxf7,True,d5f7,62 cp,0.531
openai/gpt-4.1-mini,93,Qxf7,True,d5f7,61 cp,0.53
openai/gpt-4.1-mini,94,Qxd7,True,d5d7,-541 cp,0.229
openai/gpt-4.1-mini,95,Qxd8,False,,,0.0
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Nxg4,True,h6g4,17 cp,0.508
openai/gpt-4.1-mini,98,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,99,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,100,Qxf7,True,d5f7,48 cp,0.524
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.605,
Standard Deviation,,,,,0.378,
Mean Absolute Error (from 0.5),,,,,0.323,
Illegal Moves (%),,,,,19.00%,
Mean Value (Legal Moves Only),,,,,0.747,
