Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,91,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,93,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,94,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,96,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,97,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,98,Qf5,True,d5f5,368 cp,0.684
google/gemini-2.5-flash-lite,99,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,100,Qd5,False,,,0.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.177,
Standard Deviation,,,,,0.182,
Mean Absolute Error (from 0.5),,,,,0.346,
Illegal Moves (%),,,,,29.00%,
Mean Value (Legal Moves Only),,,,,0.249,
