Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,28,Qxh7,True,h6h7,-583 cp,0.209
openai/gpt-4.1-mini,29,Qxh7,True,h6h7,-567 cp,0.217
openai/gpt-4.1-mini,30,Qxh7,True,h6h7,-559 cp,0.22
openai/gpt-4.1-mini,31,Qxh7,True,h6h7,-569 cp,0.216
openai/gpt-4.1-mini,32,Qxh7,True,h6h7,-565 cp,0.218
openai/gpt-4.1-mini,33,Qxh7,True,h6h7,-556 cp,0.222
openai/gpt-4.1-mini,34,Qxh7,True,h6h7,-564 cp,0.218
openai/gpt-4.1-mini,35,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,36,Qxh7,True,h6h7,-570 cp,0.215
openai/gpt-4.1-mini,37,Qxh7,True,h6h7,-585 cp,0.208
openai/gpt-4.1-mini,38,Qxh7,True,h6h7,-585 cp,0.208
openai/gpt-4.1-mini,39,Qxh7,True,h6h7,-571 cp,0.215
openai/gpt-4.1-mini,40,Qxh7,True,h6h7,-581 cp,0.21
openai/gpt-4.1-mini,41,Qxh7,True,h6h7,-570 cp,0.215
openai/gpt-4.1-mini,42,Qxh7,True,h6h7,-578 cp,0.211
openai/gpt-4.1-mini,43,Qxh7,True,h6h7,-558 cp,0.221
openai/gpt-4.1-mini,44,Qxh7,True,h6h7,-578 cp,0.211
openai/gpt-4.1-mini,45,Qxh7,True,h6h7,-564 cp,0.218
openai/gpt-4.1-mini,46,Qxh7,True,h6h7,-566 cp,0.217
openai/gpt-4.1-mini,47,Qxh7,True,h6h7,-563 cp,0.219
openai/gpt-4.1-mini,48,Qxh7,True,h6h7,-563 cp,0.219
openai/gpt-4.1-mini,49,Qxh7,True,h6h7,-582 cp,0.209
openai/gpt-4.1-mini,50,Qxh7,True,h6h7,-559 cp,0.22
openai/gpt-4.1-mini,51,Qxh7,True,h6h7,-568 cp,0.216
openai/gpt-4.1-mini,52,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,53,Qxh7,True,h6h7,-570 cp,0.215
openai/gpt-4.1-mini,54,Qxh7,True,h6h7,-573 cp,0.214
openai/gpt-4.1-mini,55,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,56,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,57,Qxh7,True,h6h7,-576 cp,0.212
openai/gpt-4.1-mini,58,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,59,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,60,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,61,Qxh7,True,h6h7,-569 cp,0.216
openai/gpt-4.1-mini,62,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,63,Qxh7,True,h6h7,-560 cp,0.22
openai/gpt-4.1-mini,64,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,65,Qxh7,True,h6h7,-556 cp,0.222
openai/gpt-4.1-mini,66,Qxh7,True,h6h7,-573 cp,0.214
openai/gpt-4.1-mini,67,Qxh7,True,h6h7,-555 cp,0.222
openai/gpt-4.1-mini,68,Qxh7,True,h6h7,-558 cp,0.221
openai/gpt-4.1-mini,69,Qxh7,True,h6h7,-570 cp,0.215
openai/gpt-4.1-mini,70,Qxh7,True,h6h7,-571 cp,0.215
openai/gpt-4.1-mini,71,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,72,Qxh7,True,h6h7,-564 cp,0.218
openai/gpt-4.1-mini,73,Qxh7,True,h6h7,-574 cp,0.213
openai/gpt-4.1-mini,74,Qxh7,True,h6h7,-566 cp,0.217
openai/gpt-4.1-mini,75,Qxh7,True,h6h7,-568 cp,0.216
openai/gpt-4.1-mini,76,Qxh7,True,h6h7,-561 cp,0.219
openai/gpt-4.1-mini,77,Qxh7,True,h6h7,-574 cp,0.213
openai/gpt-4.1-mini,78,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,79,Qxh7,True,h6h7,-568 cp,0.216
openai/gpt-4.1-mini,80,Qxh7,True,h6h7,-553 cp,0.223
openai/gpt-4.1-mini,81,Qxh7,True,h6h7,-561 cp,0.219
openai/gpt-4.1-mini,82,Qxh7,True,h6h7,-561 cp,0.219
openai/gpt-4.1-mini,83,Qxh7,True,h6h7,-546 cp,0.227
openai/gpt-4.1-mini,84,Qxh7,True,h6h7,-563 cp,0.219
openai/gpt-4.1-mini,85,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,86,Qxh7,True,h6h7,-580 cp,0.21
openai/gpt-4.1-mini,87,Qxh7,True,h6h7,-550 cp,0.225
openai/gpt-4.1-mini,88,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,89,Qxh7,True,h6h7,-561 cp,0.219
openai/gpt-4.1-mini,90,Qxh7,True,h6h7,-567 cp,0.217
openai/gpt-4.1-mini,91,Qxh7,True,h6h7,-553 cp,0.223
openai/gpt-4.1-mini,92,Qxh7,True,h6h7,-544 cp,0.228
openai/gpt-4.1-mini,93,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,94,Qxh7,True,h6h7,-558 cp,0.221
openai/gpt-4.1-mini,95,Qxh7,True,h6h7,-560 cp,0.22
openai/gpt-4.1-mini,96,Qxh7,True,h6h7,-574 cp,0.213
openai/gpt-4.1-mini,97,Qxh7,True,h6h7,-551 cp,0.224
openai/gpt-4.1-mini,98,Qxh7,True,h6h7,-564 cp,0.218
openai/gpt-4.1-mini,99,Qxh7,True,h6h7,-564 cp,0.218
openai/gpt-4.1-mini,100,Qxh7,True,h6h7,-563 cp,0.219
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.217,
Standard Deviation,,,,,0.005,
Mean Absolute Error (from 0.5),,,,,0.283,
Illegal Moves (%),,,,,0.00%,
Mean Value (Legal Moves Only),,,,,0.217,
